HGNC symbol,GO term name
SLC25A47,transmembrane transporter activity
SLC25A47,NAD transmembrane transport
SLC25A48,
SLC25A48,membrane
SLC25A48,transmembrane transport
SLC25A48,mitochondrion
SLC25A48,mitochondrial inner membrane
SLC25A48,protein binding
SLC25A48,transmembrane transporter activity
SLC25A5,
SLC25A5,transmembrane transport
SLC25A5,mitochondrial inner membrane
SLC25A5,ATP:ADP antiporter activity
SLC25A5,mitochondrial ADP transmembrane transport
SLC25A5,mitochondrial ATP transmembrane transport
SLC25A5,nucleus
SLC25A5,RNA binding
SLC25A5,membrane
SLC25A5,mitochondrion
SLC25A5,proton transmembrane transport
SLC25A5,protein binding
SLC25A5,antiporter activity
SLC25A5,chromosome segregation
SLC25A5,positive regulation of cell population proliferation
SLC25A5,erythrocyte differentiation
SLC25A5,positive regulation of mitophagy
SLC25A5,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
SLC25A5,plasma membrane
SLC25A5,mitochondrial nucleoid
SLC25A5,adaptive thermogenesis
SLC25A5,ubiquitin protein ligase binding
SLC25A5,MMXD complex
SLC25A5,B cell differentiation
SLC25A5,adenine nucleotide transmembrane transporter activity
SLC25A5,proton transmembrane transporter activity
SLC25A5,adenine transmembrane transporter activity
SLC25A5,oxidative phosphorylation uncoupler activity
SLC25A5,adenine transport
SLC25A5,regulation of mitochondrial membrane permeability
SLC25A5,adenine nucleotide transport
SLC25A5,cellular response to leukemia inhibitory factor
SLC25A5,mitochondrial permeability transition pore complex
SLC25A51,
SLC25A51,membrane
SLC25A51,mitochondrion
SLC25A51,mitochondrial inner membrane
SLC25A51,NAD transmembrane transporter activity
SLC25A51,mitochondrial NAD transmembrane transport
SLC25A51,aerobic electron transport chain
SLC25A52,membrane
SLC25A52,mitochondrion
SLC25A52,mitochondrial inner membrane
SLC25A52,NAD transmembrane transporter activity
SLC25A52,mitochondrial NAD transmembrane transport
SLC25A53,membrane
SLC25A53,mitochondrion
SLC25A53,mitochondrial inner membrane
SLC25A53,NAD transmembrane transporter activity
SLC25A53,NAD transmembrane transport
SLC25A53,
SLC25A6,transmembrane transport
SLC25A6,mitochondrial inner membrane
SLC25A6,ATP:ADP antiporter activity
SLC25A6,mitochondrial ADP transmembrane transport
SLC25A6,mitochondrial ATP transmembrane transport
SLC25A6,membrane
SLC25A6,mitochondrion
SLC25A6,
SLC25A6,nucleus
SLC25A6,apoptotic process
SLC25A6,TIM23 mitochondrial import inner membrane translocase complex
SLC25A6,protein binding
SLC25A6,antiporter activity
SLC25A6,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
SLC26A1,membrane
SLC26A1,transmembrane transport
SLC26A1,secondary active sulfate transmembrane transporter activity
SLC26A1,sulfate transport
SLC26A1,plasma membrane
SLC26A1,monoatomic ion transport
SLC26A1,protein binding
SLC26A1,antiporter activity
SLC26A1,chloride transmembrane transport
SLC26A1,basolateral plasma membrane
SLC26A1,monoatomic ion transmembrane transport
SLC26A1,chloride transport
SLC26A1,bicarbonate transport
SLC26A1,sulfate transmembrane transport
SLC26A1,bicarbonate transmembrane transporter activity
SLC26A1,chloride transmembrane transporter activity
SLC26A1,sulfate transmembrane transporter activity
SLC26A1,oxalate transmembrane transporter activity
SLC26A1,solute:inorganic anion antiporter activity
SLC26A1,oxalate transport
SLC26A1,sulfate:bicarbonate antiporter activity
SLC26A1,
SLC26A11,membrane
SLC26A11,transmembrane transport
SLC26A11,secondary active sulfate transmembrane transporter activity
SLC26A11,sulfate transport
SLC26A11,sulfate transmembrane transport
SLC26A11,Golgi apparatus
SLC26A11,intracellular membrane-bounded organelle
SLC26A11,endoplasmic reticulum
SLC26A11,nucleoplasm
SLC26A11,plasma membrane
SLC26A11,monoatomic ion transport
SLC26A11,lysosome
SLC26A11,lysosomal membrane
SLC26A11,protein binding
SLC26A11,antiporter activity
SLC26A11,chloride transmembrane transport
SLC26A11,apical plasma membrane
SLC26A11,basolateral plasma membrane
SLC26A11,chloride channel activity
SLC26A11,monoatomic anion transmembrane transporter activity
SLC26A11,monoatomic anion transmembrane transport
SLC26A11,extracellular exosome
SLC26A11,sulfate transmembrane transporter activity
SLC26A11,chloride:bicarbonate antiporter activity
SLC26A11,oxalate transport
SLC26A11,
SLC26A2,membrane
SLC26A2,transmembrane transport
SLC26A2,secondary active sulfate transmembrane transporter activity
SLC26A2,sulfate transport
SLC26A2,plasma membrane
SLC26A2,chloride transmembrane transport
SLC26A2,apical plasma membrane
SLC26A2,bicarbonate transport
SLC26A2,extracellular exosome
SLC26A2,chondrocyte differentiation
SLC26A2,bicarbonate transmembrane transporter activity
SLC26A2,chloride transmembrane transporter activity
SLC26A2,sulfate transmembrane transporter activity
SLC26A2,oxalate transmembrane transporter activity
SLC26A2,oxalate transport
SLC26A2,solute:inorganic anion antiporter activity
SLC26A2,chondrocyte proliferation
SLC26A2,ossification
SLC26A2,sulfate transmembrane transport
SLC26A2,microvillus membrane
SLC26A2,
SLC26A3,
SLC26A3,membrane
SLC26A3,transmembrane transport
SLC26A3,secondary active sulfate transmembrane transporter activity
SLC26A3,sulfate transport
SLC26A3,plasma membrane
SLC26A3,protein binding
SLC26A3,antiporter activity
SLC26A3,chloride transmembrane transport
SLC26A3,apical plasma membrane
SLC26A3,bicarbonate transport
SLC26A3,bicarbonate transmembrane transporter activity
SLC26A3,sulfate transmembrane transport
SLC26A3,sperm midpiece
SLC26A3,sperm capacitation
SLC26A3,monoatomic ion transport
SLC26A3,cellular response to cAMP
SLC26A3,chloride transmembrane transporter activity
SLC26A3,sulfate transmembrane transporter activity
SLC26A3,oxalate transmembrane transporter activity
SLC26A3,chloride:bicarbonate antiporter activity
SLC26A3,oxalate transport
SLC26A3,solute:inorganic anion antiporter activity
SLC26A3,monoatomic anion transport
SLC26A3,intracellular pH elevation
SLC26A3,membrane hyperpolarization
SLC26A3,brush border membrane
SLC26A4,membrane
SLC26A4,transmembrane transport
SLC26A4,secondary active sulfate transmembrane transporter activity
SLC26A4,sulfate transport
SLC26A4,plasma membrane
SLC26A4,chloride transmembrane transport
SLC26A4,apical plasma membrane
SLC26A4,bicarbonate transport
SLC26A4,protein binding
SLC26A4,sulfate transmembrane transport
SLC26A4,extracellular exosome
SLC26A4,regulation of protein localization
SLC26A4,monoatomic ion transport
SLC26A4,brush border membrane
SLC26A4,sensory perception of sound
SLC26A4,bicarbonate transmembrane transporter activity
SLC26A4,chloride transmembrane transporter activity
SLC26A4,iodide transmembrane transporter activity
SLC26A4,sulfate transmembrane transporter activity
SLC26A4,oxalate transmembrane transporter activity
SLC26A4,chloride:bicarbonate antiporter activity
SLC26A4,regulation of pH
SLC26A4,inorganic anion transport
SLC26A4,iodide transport
SLC26A4,oxalate transport
SLC26A4,
SLC26A5,membrane
SLC26A5,transmembrane transport
SLC26A5,secondary active sulfate transmembrane transporter activity
SLC26A5,sulfate transport
SLC26A5,plasma membrane
SLC26A5,protein homodimerization activity
SLC26A5,basolateral plasma membrane
SLC26A5,lateral plasma membrane
SLC26A5,chloride transport
SLC26A5,sensory perception of sound
SLC26A5,sulfate transmembrane transport
SLC26A5,regulation of cell shape
SLC26A5,bicarbonate transmembrane transporter activity
SLC26A5,chloride transmembrane transporter activity
SLC26A5,sulfate transmembrane transporter activity
SLC26A5,oxalate transmembrane transporter activity
SLC26A5,chloride:bicarbonate antiporter activity
SLC26A5,bicarbonate transport
SLC26A5,spectrin binding
SLC26A5,identical protein binding
SLC26A5,response to ischemia
SLC26A5,response to xenobiotic stimulus
SLC26A5,response to salicylic acid
SLC26A5,response to auditory stimulus
SLC26A5,fructose transmembrane transport
SLC26A5,oxalate transport
SLC26A5,monoatomic ion transmembrane transport
SLC26A5,negative regulation of monoatomic ion transmembrane transport
SLC26A5,response to potassium ion
SLC26A5,regulation of membrane potential
SLC26A5,positive regulation of cell size
SLC26A5,cochlea development
SLC26A5,response to thyroid hormone
SLC26A5,monoatomic anion transmembrane transport
SLC26A5,response to salt
SLC26A5,chloride transmembrane transport
SLC26A5,positive regulation of cell motility
SLC26A5,lateral wall of outer hair cell
SLC26A5,monoatomic anion transmembrane transporter activity
SLC26A5,inorganic anion transport
SLC26A5,inorganic anion transmembrane transport
SLC26A5,protein binding
SLC26A5,
SLC26A6,membrane
SLC26A6,transmembrane transport
SLC26A6,secondary active sulfate transmembrane transporter activity
SLC26A6,sulfate transport
SLC26A6,cytoplasmic vesicle membrane
SLC26A6,cytoplasmic vesicle
SLC26A6,transferase activity
SLC26A6,endoplasmic reticulum
SLC26A6,cytosol
SLC26A6,plasma membrane
SLC26A6,monoatomic ion transport
SLC26A6,intracellular membrane-bounded organelle
SLC26A6,antiporter activity
SLC26A6,regulation of intracellular pH
SLC26A6,chloride transmembrane transport
SLC26A6,apical plasma membrane
SLC26A6,basolateral plasma membrane
SLC26A6,monoatomic ion transmembrane transport
SLC26A6,chloride channel activity
SLC26A6,chloride transport
SLC26A6,chloride channel complex
SLC26A6,vesicle
SLC26A6,sulfate transmembrane transport
SLC26A6,sperm midpiece
SLC26A6,cellular response to type II interferon
SLC26A6,sperm capacitation
SLC26A6,cellular response to cAMP
SLC26A6,efflux transmembrane transporter activity
SLC26A6,brush border membrane
SLC26A6,PDZ domain binding
SLC26A6,bicarbonate transmembrane transporter activity
SLC26A6,chloride transmembrane transporter activity
SLC26A6,sulfate transmembrane transporter activity
SLC26A6,oxalate transmembrane transporter activity
SLC26A6,chloride:bicarbonate antiporter activity
SLC26A6,solute:inorganic anion antiporter activity
SLC26A6,positive regulation of dipeptide transmembrane transport
SLC26A6,bicarbonate transport
SLC26A6,intracellular pH elevation
SLC26A6,intestinal absorption
SLC26A6,cellular response to fructose stimulus
SLC26A6,vesicle membrane
SLC26A6,transepithelial chloride transport
SLC26A6,transepithelial transport
SLC26A6,oxalate transport
SLC26A6,formate transmembrane transporter activity
SLC26A6,formate transport
SLC26A6,mannitol transmembrane transport
SLC26A6,epithelial fluid transport
SLC26A6,estrous cycle
SLC26A6,oxalic acid secretion
SLC26A6,establishment of localization in cell
SLC26A6,protein binding
SLC26A6,identical protein binding
SLC26A6,monoatomic anion transmembrane transporter activity
SLC26A6,inorganic anion transport
SLC26A6,monoatomic anion transmembrane transport
SLC26A6,inorganic anion transmembrane transport
SLC26A6,
SLC26A7,membrane
SLC26A7,transmembrane transport
SLC26A7,cytoplasm
SLC26A7,plasma membrane
SLC26A7,monoatomic ion transport
SLC26A7,endosome
SLC26A7,antiporter activity
SLC26A7,recycling endosome membrane
SLC26A7,chloride transmembrane transport
SLC26A7,apical plasma membrane
SLC26A7,basolateral plasma membrane
SLC26A7,lateral plasma membrane
SLC26A7,chloride channel activity
SLC26A7,chloride transport
SLC26A7,monoatomic anion transmembrane transport
SLC26A7,bicarbonate transmembrane transporter activity
SLC26A7,sulfate transmembrane transport
SLC26A7,chloride transmembrane transporter activity
SLC26A7,sulfate transmembrane transporter activity
SLC26A7,oxalate transmembrane transporter activity
SLC26A7,chloride:bicarbonate antiporter activity
SLC26A7,iodide transport
SLC26A7,bicarbonate transport
SLC26A7,sulfate transport
SLC26A7,oxalate transport
SLC26A7,monoatomic anion channel activity
SLC26A7,gastric acid secretion
SLC26A7,thyroid hormone generation
SLC26A7,monoatomic anion transport
SLC26A7,nitrate transmembrane transport
SLC26A7,gluconate transmembrane transport
SLC26A7,
SLC26A8,membrane
SLC26A8,transmembrane transport
SLC26A8,plasma membrane
SLC26A8,monoatomic ion transport
SLC26A8,cell differentiation
SLC26A8,protein binding
SLC26A8,antiporter activity
SLC26A8,chloride transmembrane transport
SLC26A8,meiotic cell cycle
SLC26A8,chloride channel activity
SLC26A8,chloride transport
SLC26A8,bicarbonate transport
SLC26A8,spermatogenesis
SLC26A8,sulfate transmembrane transport
SLC26A8,sperm annulus
SLC26A8,bicarbonate transmembrane transporter activity
SLC26A8,chloride transmembrane transporter activity
SLC26A8,sulfate transmembrane transporter activity
SLC26A8,oxalate transmembrane transporter activity
SLC26A8,sulfate transport
SLC26A8,oxalate transport
SLC26A8,
SLC26A9,membrane
SLC26A9,transmembrane transport
SLC26A9,endoplasmic reticulum membrane
SLC26A9,plasma membrane
SLC26A9,Golgi membrane
SLC26A9,endomembrane system
SLC26A9,endosome membrane
SLC26A9,apical plasma membrane
SLC26A9,chloride channel activity
SLC26A9,chloride transport
SLC26A9,bicarbonate transport
SLC26A9,cell surface
SLC26A9,sulfate transmembrane transport
SLC26A9,ATPase binding
SLC26A9,extracellular exosome
SLC26A9,positive regulation of gene expression
SLC26A9,monoatomic ion transport
SLC26A9,chloride transmembrane transport
SLC26A9,bicarbonate transmembrane transporter activity
SLC26A9,chloride transmembrane transporter activity
SLC26A9,sulfate transmembrane transporter activity
SLC26A9,oxalate transmembrane transporter activity
SLC26A9,oxalate transport
SLC26A9,solute:inorganic anion antiporter activity
SLC26A9,monoatomic anion transport
SLC26A9,protein binding
SLC26A9,
SLC27A1,
SLC27A1,cytoplasm
SLC27A1,membrane
SLC27A1,lipid metabolic process
SLC27A1,nucleotide binding
SLC27A1,plasma membrane
SLC27A1,fatty acid metabolic process
SLC27A1,endomembrane system
SLC27A1,lipid transport
SLC27A1,ligase activity
SLC27A1,phosphatidylcholine biosynthetic process
SLC27A1,phosphatidylethanolamine biosynthetic process
SLC27A1,phosphatidylinositol biosynthetic process
SLC27A1,phosphatidylglycerol biosynthetic process
SLC27A1,phosphatidylserine biosynthetic process
SLC27A1,protein binding
SLC27A1,long-chain fatty acid metabolic process
SLC27A1,endoplasmic reticulum
SLC27A1,mitochondrial inner membrane
SLC27A1,long-chain fatty acid transporter activity
SLC27A1,transport across blood-brain barrier
SLC27A1,long-chain fatty acid import into cell
SLC27A1,long-chain fatty acid-CoA ligase activity
SLC27A1,fatty acid transmembrane transporter activity
SLC27A1,arachidonate-CoA ligase activity
SLC27A1,oleate transmembrane transporter activity
SLC27A1,phosphatidic acid biosynthetic process
SLC27A1,efflux transmembrane transporter activity
SLC27A1,export across plasma membrane
SLC27A1,cardiolipin biosynthetic process
SLC27A1,basal plasma membrane
SLC27A1,positive regulation of triglyceride biosynthetic process
SLC27A1,response to cold
SLC27A1,long-chain fatty acid transport
SLC27A1,long-chain fatty acid import across plasma membrane
SLC27A1,response to insulin
SLC27A1,lipid transport across blood-brain barrier
SLC27A1,oleoyl-CoA ligase activity
SLC27A1,medium-chain fatty acid transport
SLC27A1,glucose import in response to insulin stimulus
SLC27A1,biotin transmembrane transporter activity
SLC27A1,biotin transport
SLC27A1,positive regulation of heat generation
SLC27A1,adiponectin-activated signaling pathway
SLC27A1,negative regulation of phospholipid biosynthetic process
SLC27A1,biotin import across plasma membrane
SLC27A1,very long-chain fatty acid-CoA ligase activity
SLC27A1,identical protein binding
SLC27A1,protein serine/threonine kinase activator activity
SLC27A1,fatty acid transport
SLC27A2,membrane
SLC27A2,lipid metabolic process
SLC27A2,nucleotide binding
SLC27A2,ATP binding
SLC27A2,endoplasmic reticulum
SLC27A2,endoplasmic reticulum membrane
SLC27A2,plasma membrane
SLC27A2,intracellular membrane-bounded organelle
